كود,إسم الصنف,سعر البيع
90083,RICHI PANTHENOL 50g GEL,85.0
86844,RICHI PANTHENOL CREAM 20GM,37.0
86281,RICHI PANTHENOL CREAM 50GM,75.0
87692,RICOGENEX 10 SACHET,250.0
92009,RIGHT BONE VIT D3 ORAL DROPS 15ML,135.0
3077,RILUTEK 50MG 56 TAB,3900.0
RA,RINGER ACETATE 500 ML,24.0
RL,RINGER LACTATE SODIUM 500 ML,26.0
RI,RINGERS I.V.infusion,24.0
91402,RINVOQ 15 MG 30 PROLONGED REL. TABS,23000.0
90228,riomove massage cream 75gm,75.0
90098,RIOPANOX 160 ML LIQUID,80.0
54274,RIRI- RICE WITH MILK DATES 200 GM,60.0
30288,RIRI-( APPLE ) 250 GM POWDER بالتفاح,70.0
30286,RIRI-( BANANA ) 250 GM POWDER بالموز,60.0
30279,RIRI-( MIXED VEGETABLE ) 200GM خضروات,60.0
30278,RIRI-( PROTEIN ) 200 GM POWDER بالبروتين,60.0
30282,RIRI-( RICE- CARROTS ) 200 GM POWDER بالجزر,60.0
23439,RIRI-( WHEAT&MILK) 200 GM POWDER,60.0
23440,RIRI-(RICE & FRUIT) 200 GM POWDER,70.0
23435,RIRI ( CHOCOLATE ) 200 GM POWDER بالشيكولاتة,70.0
30291,RIRI ( GLUTEN- FREE ) 125 GM خالي من الجلوتين,60.0
1212,RIRI (ORANGE) 200 GM POWDER,60.0
30283,RIRI FLAKES&RICE 200 GM فليكس,40.0
22773,RIRI MILK CEREAL&FRUITS POWDER,70.0
22923,RIRI WITH HONEY 200 GM ريرى بالعسل,60.0
61851,RISCURE 1 MG 20 TAB,55.5
91493,RISCURE 1 MG 30 TAB,55.5
58653,RISCURE 2 MG 20 TAB,73.0
88355,RISCURE 2 MG 30 F.C TABLETS,109.5
89193,RISCURE 4 MG 30 F.C. TAB,129.0
80738,RISPADEX 3MG 30TABS,51.0
57799,RISPADEX ORAL SOLUTION 100 ML,33.0
35871,RISPERDAL 1 MG/ML ORAL SOLUTION 30 ML,137.0
12367,RISPERDAL 2MG TAB,190.0
12368,RISPERDAL 4MG TAB,374.0
91025,RIVABEDAX 15MG ODT,390.0
78222,RIVAROSPIRE 15 MG 42 TABS,534.0
67262,RIVAROSPIRE 10MG 20TAB,254.0
82748,rivarospire 2.5mg tab,99.0
72873,RIVAROSPIRE 20 MG 28 TAB,364.0
R,RIVO 320 MG ----- 200 TAB,141.0
18604,ROACCUTANE 20MG CAP,408.0
80040,ROACCUTANE 30CAPS,533.0
83848,ROBACK 30TABLETS,89.0
81340,RODIRASH 50GM CREAM,35.0
18878,ROMAFEN GEL,18.0
ROM,ROMALEX 75-MG 6-AMP,60.0
47694,ROMALEX DROPS,20.0
81288,ROMANTIGRA 20MG 4 TABS,37.5
85274,ROMASOL GEL 100 GM,85.0
81096,ROMIX CREAM 60 GM,185.0
80212,ronkin 20 capsules,96.0
87571,RONTIGRONE 400 30 TAB,159.0
75130,ROOTAGE HAIR LOTIO,65.0
3515,ROOTAGE HAIR OIL,75.0
62240006,rootage hair shampoo,40.0
3503,ROOTAGE OIL,65.0
19188,ROOTAGE SKIN CREAM 50 GM,85.0
57705,ROSA MOL 200 ML,50.0
75712,Rosita hair cream 100gm,150.0
61860,ROSITA HAIR LOTION 250 GM,220.0
74984,ROSITOR 10 MG 14 TAB,58.0
74985,ROSITOR 20 MG 14 TAB,80.0
61013,ROSUVAST 10 MG 14 TAB,98.0
60691,ROSUVAST 20 MG 14 TAB,118.0
81245,ROTA-CARBAMIDE 30 GM CREAM,35.0
88837,ROTA-DIGEST 30 CAPS,250.0
80676,ROTA-GLYCERIN TRANSPARENT SOAP 72GM,34.0
81270,ROTA-PANTHENOL 30GM CREAM,25.0
88547,Rotacurazine topical Cream 25g,42.0
91112,ROTADANSETRON 4MG/2ML 5 I.M./I.V./INF. AMP.,142.5
91253,ROTADANSETRON 8MG/2ML 5 I.M./I.V./INF. AMP.,265.0
91051,ROTAFLORA 30 CAP,300.0
67279,ROTAHELEX 30 TAB,87.0
84138,ROTAHELEX ADVANCE DROPS 40 ML,95.0
89599,ROTAHELEX CYSTEINE SYRUP 100ML,75.0
83857,ROTAHELEX DROPS,70.0
83957,ROTAHELEX FORTE SYRUP 100ML,70.0
86567,ROTAHELEX NIGHT SYRUP 100 ML,60.0
91993,ROTAHELEX SPRAY,100.0
78176,ROTAHELEX SYRUP 120ML,70.0
88906,ROTAPYRETIC 1 GM/100ML VIAL FOR I.V. INF,67.0
84040,RotMOOV 40GM MASSAGE CREAM,35.0
88898,ROTMOOV MASSAGE SPRAY 75 ML,65.0
85675,ROTONE COMPLEX 30 TABS,99.0
73254,ROWACHOL 45 CAP,93.0
73344,ROWATINEX 45 CAP,93.0
79868,roxogesic 60mg 20tablets,76.0
89329,ROYAL CARE 10 CAPS,85.0
91876,Royal honey,300.0
73650,ROYAL JELLY 1000 MG 12 CAP,88.0
80326,ROYAL PROVITE 5000 10 AMPOULES,550.0
48538,ROYAL TEA REGIME 25 SACHET,29.0
8971,ROYAL TEA REGIME 50 SACHET,55.0
74584,ROYAL VIT G 20 CAP,160.0
88014,ROYAL ZAD 10 CAPSULES,120.0
89316,ROYANOXICAM 8 MG 20 F.C. TABS,42.0
27527,ROYSAN 30TAB,42.0
77316,ROZALIA HAIR LOTION 120ML,300.0
32391,RUBALGINE CREAM,35.0
82382,RUMAXIMAP 120MG 10TABS,65.75
83062,RUMAXIMAP 60MG 30TABS,147.0
81399,RUMAXIMAP 90 MG 30 TABS,156.0
73320,RUTA C 20 TAB,32.0
89660,RUXOTOP 1.5% CREAM 60 GM,3210.0
90643,RX GEL 100 GM,109.9
74108,RX MASSAGE CREAM 50 GM,75.0
75074,RX MASSAGE GEL 50 GM,79.9
86047,RX MASSAGE SPRAY 100 ML,95.0
90257,RYALTRIS NASAL SPRAY 120 METERED SPRAYS,230.0
88870,RYBELSUS 14 MG 10 TABS,1575.0
87372,RYBELSUS 3 MG 10 TAB,1575.0
87573,RYBELSUS 7 MG 10 TABS,1575.0
61827,RYTMONORM 30 TAB,130.0
79832,RYZODEG 100UNITS PENFILL,618.0
81309,S-26 AR GOLD MILK,405.0
75136,S-26 PRO GOLD (1) 400 GM MILK,399.0
74911,S-26 PRO GOLD (1) 800 GM,780.0
74912,S-26 PROGRESS GOLD (3) 800 GM,780.0
89004,S-26 PROGRESS GOLD 3 MILK 400 GM,390.0
75027,S-26 PROMIL GOLD (2) 800 GM,760.0
91085,S-26 PROMIL GOLD 2 MILK 900 GM,810.0
28573,S.M.R 20TAB,38.0
80544,S.P MIX 200GM,205.0
80226,S_26 PROMIL 2 GOLD 400GM MILK,390.0
73447,SACROFER I.V 5 ML 5 AMP,275.0
9238,SAFAMOOD 20 TAB,60.0
81293,SAFETRIUM 30 F.C. TABS.,135.0
90884,SAFINOZOL 50 MG 10 F.C. TABS,625.0
87793,SAGINKGO 30 CAPSULES 120 ML,180.0
74535,SALBOVENT 2 MG 30TAB.,24.0
26873,SALBOVENT FORTE 20 TAB,18.0
36302,SALBOVENT SYRUP,24.0
79331,salgy 50gm massage cream,70.0
26071,SALIBET OINT. 30 GM,29.0
79329,salicortiderm 30gm cream,37.0
29891,SALINE 0.9% 500 CC . R,10.5
43482,SALINE SOLUTION 0.9% 500 ML R.C.,4.7
46908,SALINEX DROPS,19.0
92636,SALISYLIC OINTMENT,75.0
86997,SALITROXIB 90 MG 20 F.C. TABS,140.0
83176,salmetocort 50\250 60caps,237.0
91481,SALMETOCORT 500/50MCG 60 PD. INH. CAPS.+ INH. DEVI,286.0
36347,SANDIMMUN NEORAL 100MG CAP,3200.0
44123,SANDIMMUN NEORAL 50MG CAP,1750.0
21311,SANDOSTATIN LAR 30 MG injection %%%,18265.0
86938,SANO JOY 30 CAPS,165.0
89596,SANOLEVOX 1.5% EYE DROPS 5 ML,59.0
91933,Sanosight 30 Cap,198.0
86481,SANSEODERM CREAM 50 GM,60.0
88235,sanso b complex 20capsul,120.0
90088,SANSO B TRIO 14 CAPS.,85.0
90144,SANSO B12 1000MGC,120.0
81798,sanso bronchi syrup,80.0
81079,sanso c plus 14tab,95.0
80849,SANSO D3 10000 I.U. 28TABS,180.0
91191,SANSO D3 PLUS 28 TAB,180.0
84152,SANSO FOLIC 800MG TAB,110.0
89464,sanso magnesium 250mg 28tab,200.0
88123,sanso omega syp200ml,180.0
87972,SANSO POTASSIUM 200 MG 28 TABLETS,120.0
89121,SANSO WOMEN 30 TABS,220.0
79710,SANSO ZINC 30 CAPSULES,110.0
81377,sanso zinc 50 mg,110.0
79138,SANSOCOD 200ML SYRUP,120.0
79137,SANSOIMUNE 200ML SYRUP,140.0
91735,SANSOIMUNE PLUS 140M SYRUP,140.0
81041,SANSOIMUNE PLUS SUGAR FREE SYRUP,140.0
83799,SANSOIMUNE SYRUP 200 ML VIT C+ZINC,140.0
84510,SANSOVIT CALCIUM 100 ML SYRUP,95.0
83307,SANSOVIT PLUS 100ML SYP,95.0
83275,SANSOVIT PLUS 160ML SYP,125.0
90926,SANTA SEA 180ML,400.0
85737,santabiota 15 ml,65.0
86979,SANTANERVA 10 CAPSULES,150.0
83580,SANTORIN 1400 MG 10 SACHETS,180.0
91159,SANTORIN 350 MG 20 CAPS,190.0
83370,SANZALERA 180MG 14 TABLETS,23.4
58345,SARCOZIDE 12.5/16 20 TAB,82.0
65987,SAVIBLEED 500 MG 20 TAB,110.0
82769,SAXENDA 6MG/ML 1PEN,1970.0
90337,SCAR SECRET GEL 30MGG,350.0
74519,SCARO GEL 50 GM,945.0
75347,SCARO PLUS CREAM 50 GM,330.0
88479,SCORCH 20 MG 30 CAPS,90.0
88506,SCRLOW CREAM,250.0
88596,SEBAFERRO 20 TAB,140.0
84910,SEBANOIN GEL 15 MG,33.0
87373,SEBOFREE SHAMPOO 110 ML,120.0
9663,SEBORAL SHAMPOO,75.0
3728,SECNIDAZOLE 500 MG 4 TAB,15.0
81478,SECTOR ACNE PRONE SKIN LOTION 120GM,175.0
83774,sector anti dandruff hair shampoo 120ml,155.0
81484,SECTOR EXFOLIATING FACIAL GEL 250 GM,180.0
81050,SECTOR FACIAL WASH GEL,225.0
78764,sector sun screen spf50,275.0
81828,SECTOR WHITENING CREAM,175.0
89711,SEDALOSTATE 2% VAGINAL CREAM 5 GM,79.0
86655,SEDATUSS SUSP 20 MG 100 ML,61.0
21757,SEDIPROCT CREAM,42.0
20408,SEDIPROCT SUPP,26.0
60882,SEDOKAST 10 MG 10 TAB,59.0
88198,SEE-LIT HYALURONIC ACID SKIN SERUM 30 ML,349.0
88197,SEE-LIT SKIN VITAMIN C SERUM 30 ML,349.0
81357,SEIZURLESS 100 MG/1ML SYRUP,105.0
56506,SEIZURLESS 500 MG 30 TABS,165.0
64368,SEKEM BABY CALM DRINK 10 SACHETS,36.0
56262,SEKEM CALM HERBS 15 FILT,25.0
55697,SEKEM COUGH HERBS 15 FILTER,28.0
63351,SEKEM FLU HERBS 15PAG,25.0
9422,SEKEM LAXATIVE 10FILTERS ملين,25.0
18035,SEKEM LAXI,25.0
60132,SEKEM MOTHER HERBS 15FILTERS,25.0
9434,SEKEM RENAL HERBS للكلى,18.0
68149,SEKEM RENO 15 ENVELO PES,25.0
79752,sekem stevia 40 sachets,67.0
89717,selden spray,120.0
17733,SELECTIVAL 20 CAPSULES,100.0
47942,SELENGENA SHAMPOO 120 ML,105.0
23233,SELENIUM-ACE 30 TAB,130.0
82605,SELENOSTAR 30 TABS.,140.0
90494,SELEX-OMEGA,179.0
75207,SELGON 10 MG 6 SUPP,15.0
18974,SELGON 20 MG 20 TAB,30.0
72946,SELOKEN ZOC 100 MG 28 TAB,112.0
73796,SELOKEN ZOC 200 MG 28 TAB,180.0
72945,SELOKEN ZOC 25 MG 28 TAB,94.0
72944,SELOKEN ZOC 50 MG 28 TAB,94.0
79930,SELONA 1000MG 20SACHETS,55.0
49534,SENS LIGHT WHITENING CREAM 60 GM,140.0
84440,SENSI CARE 75 ML SPRAY,85.0
49536,SENSICARE CREAM 50 GM,98.0
73759,SENZO -1 SOAP 100ML,70.0
SEP,SEPTAZOLE 200 TAB,340.0
39834,SEPTAZOLE SYP,36.0
679,SEPTRIN PEDIATRIC SUSPENSION 120 ML,16.0
82470,SERAVAL SHAMPOO 180ML,180.0
86414,SERETIDE 125 MG 120 DOSES,228.0
73621,SERETIDE 125MG 25 DOSE,228.0
74562,SERETIDE DISKUS 100 M.G 60 DOSE,187.0
74372,SERETIDE DISKUS 250-60DOSE,335.0
73945,SERETIDE DISKUS 500M.G 60 DOSE,411.0
85635,SERIOPRAZOLE 40MG,154.0
22337,SERLIFT 100MG 10 F.C. TAB,74.0
75833,SEROLEZE HAIR SERUM 120,350.0
82238,SEROPIPE HAIR CONDITIONER 200 ML,265.0
83411,seropipe hair dropper,455.0
82007,SEROPIPE HAIR MASK 300ML,310.0
79239,SEROPIPE HAIR SERUM 100 ML,295.0
80065,SEROPIPE HAIR SHAMPOO 300 ML,265.0
81166,SEROPIPE HAIR SPRAY 200 ML,265.0
87111,SEROPIPE SPRAY 200ML,250.0
26588,SEROQUEL 100MG 30TAB,349.5
47293,SEROQUEL 200MG 30TAB,429.0
47294,SEROQUEL 25MG 10TAB,44.5
63975,SEROQUEL XR 300 MG 30TAB,540.0
48279,SEROXAT CR 12.5 MG 30 TAB,242.0
48278,SEROXAT CR 25MG 30 TAB,321.0
48270,SERPASS 100 MG 20 TAB,90.0
88352,SERPASS 100MG 30 F.C. TAB.,177.0
63174,SERPASS 50MG 30 TAB,102.0
85022,SERVI LIGHT 30CAPS,275.0
33904,SERVIFLOX 250 MG 10 TAB,18.0
41156,SERVIFLOX 750MG TAB,39.0
58138,SESERINE 50 MG 30 TAB,60.0
30972,SETAVLON SOLUTION 120ML,12.0
84770,SETRONOMET 4 MG 4 ODT,78.0
91656,SETRONOMET 8 MG 10 ODT,220.0
91937,Seven Slim,375.0
89919,SHAAN CICA CREAM 60GM,200.0
88626,shaan INTIMATE FEMININE CLEANSER 250ML,160.0
82453,SHAAN LIP BALM COCOA BUTTER 5GM,90.0
75627,SHAAN SOOTHIG GEL 120 GM,170.0
81390,shalgaten 300g caps,91.5
79209,SHAMSOMOX 5 TABLETS,81.0
76978,SHARKILAGE 30 CAPS,135.0
81274,SHARKILAGE PLUS 30 CAPS,150.0
92044,SHINGRIX 50MCG/0.5 ML PD FOR I.M. VIAL,4338.0
83936,shoma cream 60mg,130.0
81006,SIDERAL ACTIVE 15 MOUTH DIPERSABLE STICKS,200.0
89122,SIDERAL ACTIVE 20 CAPS,250.0
82396,SIDERAL BIMBI 10 SACHETS,100.0
79912,SIDERAL FOLIC 20 ORODISPERSIBLE STICKS,280.0
89831,SIDERAL FORT 30CAP,540.0
SV,SILDAVA 100 MG 12 TAB,91.5
73930,SILDEN 100 MG 4 TAB,23.0
88334,SILDEN 100 MG 8 TABLETS,66.0
61927,SILDEN 50 MG 4 TAB,22.0
81387,sildocare 8cap,90.0
90928,SILDOCARE 8MG 30CAP,177.0
17865,SILIPEX CAP,90.0
65732,SILKREN SHAMPOO ANTI DANDRUFF 250 ML,150.0
47051,SILVER LINE IUD CUPPER LOOP,450.0
19433,SILVER SEAS CAP,175.0
19434,SILVER SEAS SYRUP,110.0
78171,silvirburn cream,38.0
78181,SIMEDILL SYRUP 120ML,50.0
20348,SIMETHICONE-MUP 2% EMULSION ORAL DROPS 30 ML,27.0
73203,SIMETHICONE 2% (30ML) ORAL DROPS.,24.0
20151,SIMETHICONE SYRUP 120 ML,28.0
75041,SINADRY 120ML SYRUP,40.0
7526,SINE-UP SYRUP,29.0
74181,SINGULAIR 10 MG 14 TAB,192.0
74721,SINGULAIR 5MG 14TAB,174.0
75017,SINLERG 20TAB,56.0
85605,SINOMARIN BABIES 18 NASAL VIALS 5 ML,160.0
75209,SINOMARIN CHILDREN NOSE CARE 100 ML SPRAY,330.0
65490,SINOPRIL -CO 20 MG 30 TAB,105.0
65534,SINOPRIL 10MG 30 TAB,69.0
19202,SINOPRIL 5MG TAB,42.0
89172,SINOZIM 20 E.C. TABS,118.0
91369,SINOZIM 30 TAB,177.0
74560,SINUPRET 50 TAB,160.0
86626,SINUPRET FORTE 50 TABS,210.0
90399,SINUPRET SYRUP 100 ML,130.0
73582,SIRDALUD 2MG 20TAB,54.0
92544,SIRDALUD 2MG 30TAB,81.0
73381,SIRDALUD 4MG 20TAB,105.0
92583,SIRDALUD 4MG 30TAB,105.0
88075,SITAGLIFORM 50/1000 MG 30 F.C TABLETS,207.0
56966,SKINATRA OINT 15 GM,59.0
89989,SKINOPROCIN TOPICAL OINT. 15 GM,35.0
92083,SKINORICH 35G CREAM,120.0
92410,SKINOVO MATTIFYLNG CLEANSER 200ML,225.0
91211,SLEEPCAN 30 TABS,120.0
76879,SLEEPEZ 1MG 20TAB,32.0
75252,SLEEPEZ 2 MG 20 TAB,40.0
82097,SLEEPEZ 3 MG 30 TABS,81.0
57060,SLIM SAFE 120 MG 30 CAP,162.0
84158,SLIMANIZER 30 CAPS.,300.0
59927,SLIMMER 100 SACHETS,135.0
59327,SLIMMER 50 SACHETS,90.0
26103,SNAFI 20 MG 2 TAB,148.0
89943,SODIUM BICARB 1000 MG 30 CAPS,110.0
90641,SODIUM BICARB 500MG 30 CAP,51.0
89927,SODIUM BICARB 500MG BIOMED 30TAB,65.0
86944,SODIUM BICARBONAT 1 GM 90 CAP,110.0
86941,SODIUM BICARBONAT 500 MG 50 CAP,85.0
21162,SODIUM CHLORID .3% 250ML. P.INFUSION,5.0
SGL,SODIUM CHLORID .9%&GLUCOSE5% 500ML. P.INFUSION,28.0
26893,SODIUM CHLORID 0.9% (250)ML,26.0
21171,SODIUM CHLORID 0.9%.500ML-SOL,26.0
71801,SODIUM CHLORIDE 09%,26.0
19171,SODIUM CHLORIDE 9% 500 ML +5% GLUCOSE,28.0
SC,SODIUM CHLORIDE CAP 500 ML,28.0
57607,SOFENACIN 10 MG 20 TAB,122.0
86301,SOFENACIN 1MG/ML ORAL SUSP. 120 ML,88.0
63958,SOFENACIN 5 MG 30 TAB,141.0
89376,SOFENACIN PLUS 5/50 MG 30 MODIFIED REL. TABS,408.0
88679,SOFIMER 0.9% KIDS ISOTONIC NASAL SPRAY 100 ML,290.0
90325,SOFIMER 2.6% FAMILY NASAL SPRAY 100 ML,160.0
83988,SOFTA FEMINNE WASH LIQUID 200ML,45.0
91822,SOGESTEDIN 0.075 MG 28 TAB,51.0
73614,SOLIAN 200 MG 30 TAB,218.5
81395,SOLIAN 400MG TABS,280.0
81388,solitract 10 mg tab,153.0
75259,SOLITRACT 5 MG 30 TAB,86.5
58910,SOLO SEPT FOAMING 14 SACHETS X 10 ML,84.0
51808,SOLO SEPT SOLUTION 200 ML,95.0
90938,SOLODEX SPRAY,350.0
73566,SOLOFRESH EYE DROPS 10 ML,67.0
90443,SOLOSLEEP 1 MG/4ML 120 ML,70.0
80099,SOLPADEINE 24CAP,600.0
81241,SOLPADOL 2.5 MG 6 TAB,60.0
57902,SOLPADOL 5 MG 6 TAB,76.5
73947,SOLUPRED OR 20 MG 20 TAB,142.0
73493,SOLUPRED OR 5 MG 30 TAB,65.0
59309,SOLUVIT N POWDER,26.4
89123,SOLVADOL KIDS THROAT SPRAY 20 ML,345.0
62060,SOLVETRA 2 TAB,14.4
68929,SOLVETRA 4 TAB,43.25
68903,SOLVIMYST SYRUP 120 ML,30.0
73147,SOMATROPIN 4 I.U..1.6MG VIAL,321.0
75189,SOMAZINA ORAL DROPS 30 ML,140.0
90554,SOMAZINA SUPRA 30MIL,250.0
89713,SOMAZINA SUPRA 500 MG 20 CAPS,585.0
35584,SOMINALETTA SYRUP,31.0
74365,SORAL 20 CAP,59.0
79290,SORAL 20MG 5 SUPP,30.0
88290,SORAL 30 CAPSULES,129.0
92004,SORALONE CREAM GEL 15% UREA 60ML,295.0
92442,SORALONE HYDRA CREAM GEL 100 ML,275.0
82850,SORIANA DOUCH 250 ML,75.0
88739,SORTI 20 TABS,79.0
65998,SPANIELA 35 MG 30 TAB,54.0
91887,SPARKPHI 10 ML ORAL DROPS,159.0
74890,SPASCOLON 100MG 30TAB,108.0
74930,SPASCOLON 50MG 30TAB,84.0
54253,SPASMO DIGESTIN 3 STRIP 30 tab,78.0
86201,SPASMOCURE 60MG 30 TABS,54.0
75149,SPASMOFEN 3 AMP,39.0
74069,SPASMOFREE 3 AMP,54.0
54728,SPASMOFREE 50 MG 20 TAB,42.0
10690,SPASMOMEN TAB,52.0
89226,SPASMOPYRALGIN-M 10 TABS,21.0
SPA,SPASMOPYRALGIN-M 25*10 TABS.,362.5
91871,SPASMOPYRALGIN-M 30 TABS,63.0
74608,SPASMOREST 20MG TAB,32.0
82671,SPASULANCE FILM,90.0
77055,SPECTONE 100MG 20-TAB,90.0
26614,SPECTONE 25MG 20TAB,36.0
80289,SPECTRA PANTHENOL CREAM 30GM,23.75
66024,SPECTRACEF 1 GM 1 VIAL,76.0
87782,SPERKODA 20 FILM COATED TABLETS,265.0
81407,SPERMA PLUS 30 TABS,345.0
84308,SPERTILITY 14 SACH,550.0
90405,spesera check pregnancy,15.0
84719,SPINOBAC 5MG-120ML ORAL SOLUTION,39.0
17228,SPIREX 3MIU TAB,108.0
63257,SPIREX PLUS 250MG 20 TAB,48.0
74803,SPIRIVA 18MCG 30 INH. CAPS.+HANDIHALER,416.0
84403,spray on spray,410.0
26537,SRILANE CREAM 20GM,47.0
74977,SRILANE CREAM 60 GM,105.0
25823,STABLON 30TAB,61.5
88828,STAMIGEN 30 CAPS,599.0
74379,STAR VILLE acne prone skin CR 60GM,85.0
89708,Star Ville Skin Hydraating gel 100gm,175.0
70222,STAR VILLE WHITENING CREAM 60 GM,130.0
91468,STARKOPREX 20MG 4 TABS,124.0
77858,STARKOPREX 5MG 30-TAB,252.0
87265,STARKY ALOE VERA SCRUB,30.0
87558,STARKY MASK CUCCUMBER,22.0
79718,STARVILE WHITENING SOAP 100 GM,65.0
87268,STARVILL HYALURONIC ACID 60 GM,290.0
82241,STARVILLE EYE CONTOUR GEL 30 GM,250.0
80720,STARVILLE VITAMIN C SERUM 30ML,290.0
87629,STARVILLE WHITENING GEL SPF 60 GM,150.0
79717,STARVILLLE ACNE- PRONE SKIN SOAP 90 GM,50.0
63180,STATOMAIN 100MG 30 TAB,165.0
79691,statukast 10mg 10 tablets,41.5
67263,STATURIC 80 MG 30TAB,123.0
88303,STEADYFUTAL 16 MG 60 TAB.,132.0
82817,STEADYFUTAL 24MG 40TABS,144.0
18602,STELLASIL 5MG 30TAB,33.0
79886,STEPS CHOCOLATE TABS,115.0
17689,STERILE WATER FOR INJECTION,2.25
92354,STERIMAR ISOTONIC SPRAY,155.0
87147,stern-vera syrup,45.0
26161,STEROGYL #A# AMP IMP,350.0
73079,STERONATE NOR 5 MG 20 TAB,56.0
17397,STEVIA 100TAB,93.0
47199,STIMU-MAX 5 TAB,40.0
75675,STIMULAN 400MG CAP,48.0
75565,STIMULAN 800 MG 30 TABS.,78.0
4086,STIMULAN SYRUP,62.0
91252,STOMICOPE 40 MG 30 CAPS,252.0
75285,STOMIGAS 40/1100 MG 20 CAP,104.0
82516,STOMOPRAL 40 14 CAP,72.0
68925,STOPADOL 20 TAB,24.0
92111,stopadol 30 tap,42.0
86784,STOPADOL COLD & FLU 20 CAPS,50.0
88843,STOPADOL EXTENDED RELEASE TABLETS 650 MG 30 TABS,51.0
87720,STOPADOL EXTRA 20 TABLETS,38.0
82598,STOPADOL FORTE 10SACHETS,60.0
91707,STOPADOL MIGRAINE 30 F.C. TABS.,42.0
88096,STOPADOL NIGHT 30TABS,78.0
78013,STOPRRHEA 2 MG 30 TABS,96.0
74754,STOPSPASM 20 TAB,60.0
83983,strakopina 5mg 30tab,444.0
86890,STRAVITA CAL 1000 MG CALCIUM 30 F.C.TABS,90.0
83311,STRAVITA IMUNE SYRUP 120ML,75.0
84519,STRAVITA IRON 120 ML,45.0
74932,STREPSILS HONEY & LEMON,170.0
90940,STREPSILS HONEY&LEMON OFFER,170.0
17410,STREPSILS SUGAR FREE LOZENGES,170.0
45012,STREPSILS VITAMIN C LOZENGES,170.0
58375,STREPSLS COOL LOZENGES,200.0
74222,STREPTOQUIN 10 TABS,23.0
83472,STREPTOQUIN 20 TABS.,46.0
73644,STREPTOQUIN SUSPENSION 60 ML,18.0
92397,STRINGAZOLE 40MG 20 TABLETS,118.0
79703,STRINGAZOLE 40MG 21 TABLETS,126.0
90734,STROGENZO 100. 30CAP,180.0
80674,STRONG VILLE CREAM FOR MEN,195.0
70445,STRONG VILLE HAIR SHAMPOO 220 ML,185.0
72974,STRONG VILLE HAIR TONIC SPRAY 220 ML,185.0
80673,STRONG VILLE HAIR. SH. MEN,195.0
79790,strongville advanced oil 200ml,175.0
79941,SUGARLO 50MG 30 TABS,123.0
79698,SUGARLO PLUS 1000/50 30TABLETS,136.5
79697,SUGARLO PLUS 500/50 30 TABLETS,132.0
77980,SUGARLO PLUS 850/50 30 TABLETS,132.0
82063,sukker stevia 200 gm,150.0
82062,sukker stevia 30 sachet,95.0
82060n,sukker stevia 48 sachet,150.0
82770,SUKKER STEVIA MOZN 10 SACHS,30.0
74944,SULBACEF 1500 MG VIAL,123.0
73873,SULBIN 1500MG VIAL,51.0
19048,SULBIN 375MG VIAL,27.0
19047,SULBIN 750MG VIAL,35.0
91445,SULCEFOZONE 1.5 GM I.M. / I.V. VIAL,77.0
47966,SULFAX (CMO FORMULA) MASSAGE CREAM 120 GM,120.0
76520,SULFAX CMO MASSAGE CREAM 60GM,95.0
150,SULFAX COLD SPRAY 200 ML,300.0
83980,SULFAX JOINT 30 TABS.,330.0
81864,SULFAX MAGNESIUM CREAM 120GM advance,170.0
85699,SULFAX OPTIMA GEL 120ML,170.0
65501,SULFAX PLUS GEL 120 GM,125.0
47965,SULFAX PLUS GEL 60 GM,100.0
58576,SULFOZINC 10 MG SYRUP,22.0
56834,SULFOZINC 20 MG SYRUP,24.0
89180,SULPEPTA 25 MG 30 TABS,54.0
80808,SUNGAZ MASSAGE SPRAY 100ML,55.0
87285,sunnycarnitine 5 amp,65.0
89005,SUNNYRROIDS RECTAL OINT. 15 GM,22.5
90170,SUNSEIZ 500MG 30 TAB,171.0
87562,SUNSILK SHAMPOO 350 ML + BALSAM 400 ML,130.0
81435,SUNSILK THICK SHAMPOO 350M,50.0
22840,SUPER CAL ZINC TAB,30.0
68914,SUPER MAG 30 TAB,210.0
84517,SUPER OMEGA 30 CAPSULES,81.0
78178,SUPER YEAST 30-TAB,72.0
89118,SUPERKIDS GUMMIES 60 CAP,190.0
89730,SUPERKIDS GUMMIES120 PIECES,320.0
74693,SUPLFECT 30 CAP,120.0
91775,SUPRANIL 25 MG 30 CAP,66.0
32158,SUPRAX 100MG SYRUP 30ML,95.0
73720,SUPRAX 100MG SYRUP 60ML,131.0
74637,SUPRAX 200 MG 8 CAP,138.0
74410,SUPRAX 400 MG 5 CAP,159.0
32877,SUTRIM 200 TAB 20,340.0
5911,SUTRIM SUSP,18.5
91966,SUVREZA 10/20 MG 30 F.C.TABS,533.0
77574,swabivent nebulizer solution 20 bottles,176.0
70503,SWEETAL 100 SACHETS 100 G,160.0
60145,SWEETAL 100 TAB,90.0
67515,SWEETAL 25 SACHETS,40.0
75760,SWEETAL 300 TAB SUGAR,170.0
56544,SWEETAL 50 SACHETS 100 G,95.0
73338,SWEETAL 50 TAB,65.0
71851,SWEETAL 75 SACHETS,95.0
63736,SWEETAL POWDERED SUGAR 250 GM,170.0
84631,SWEETAL STEVIA 50 SACHETS 1 G,95.0
84630,SWEETAL STEVIA POWDERED SUGAR 250 GM,170.0
88964,SWELLARO 50 GM GEL,80.0
