product_name_ar,product_name_en,store_product_id,product_id,sale_price
اتوميتافلوزين 12.5 / 1000 مجم 30 اقراص,ATOMETAFLOZINE 12.5 MG / 1000 30 TABS,2293072.0,78714.0,217.5
اتوميتافلوزين 12.5 / 500 مجم 30 اقراص,ATOMETAFLOZINE 12.5 / 500 MG 30 TABS,1799114.0,78715.0,196.5
اتينو 100 مجم 20 اقراص,ATENO 100 MG 20 F.C.TAB.,2471612.0,1308.0,26.0
اتينو 50 مجم 20 اقراص,ATENO 50 MG 20 F.C.TAB.,2688538.0,1309.0,12.0
اتينو سي 100 / 25 مجم 20 اقراص,ATENO C 100 / 25 MG 20 TAB.,1772475.0,1310.0,36.0
اتينو سي 50 / 25 مجم 20 اقراص,ATENO C 50 / 25 MG 20 TAB.,2453237.0,1311.0,14.0
اجار اكياس,AGAR SACHET,2191804.0,74899.0,65.0
اجار قطره للفم 15 مل,AGAR ORAL DROP 15 ML,2511049.0,74994.0,95.0
اجارستين قطره 15 مل,AGARSTIN ORAL DROP 15 ML,1425222.0,75576.0,90.0
اجاريصن قطره بالفم 15 مل,AGARISUN ORAL DROP 15 ML,1811322.0,76853.0,79.0
اجارين نقط,AGARINE DROPS,2128991.0,76666.0,85.0
اجريكس 75 مجم 60 اقراص,AGGREX 75 MG 60 TABS.,901744.0,344.0,27.0
اجنوكاستون 20 مجم 30 اقراص,AGNUCASTON 20 MG 30 F.C. TAB.,2142573.0,346.0,180.0
اجوفالد 25 مجم 21 اقراص,AGOVALD 25 MG 21 F.C.TABS.,2145804.0,347.0,111.0
اجيرا 10 % يوريا لوشن للجسم 200 مل,AGERA 10 % UREA BODY LOTION 200 ML,2631444.0,126470.0,250.0
اجيرا انتي سكار سيليكون جل 50 جم,AGERA ANTI SCAR SILICONE GEL 50 GM,2631445.0,126469.0,650.0
اجيرا غسول تفتيح 150 مل,AGERA WHITENING FACIAL CLEANSER 150 ML,2468152.0,72174.0,249.0
اجيرا غسول حب الشباب 150 مل,AGERA ACNE FACIAL CLEANSER 150 ML,2145837.0,72172.0,259.0
اجيرا كريم,AGERA ACNE CREAM 50 GM,2632014.0,,199.0
